# name, ra, dec, mjd_ztf1, mjd_ztf2, mjd_hetdex, alerce_type, alerce_prob, spec_type, s/n, chi^2, redshift, classif
ZTF18aaxqdwh 198.7498838 51.331640275 58272.2 58307.2 58251 SN 0.71696895 SB6 2.985467 1.107976 0.267000 gx
ZTF18aaxqqxd 185.67540993333333 51.375815499999995 58272.2 59252.3 58495 SN 0.3498517 pickles_uk_27 3.066085 2.424025 0 low
ZTF18aaxqtbj 205.14703129999998 55.82544566944445 58635.2 58965.3 58952 AGN 0.76247984 Sa 13.992484 2.129499 0.012000 agn
ZTF18aaxsznj 223.57765163333332 51.762548833333334 58343.2 58368.1 58516 SN 0.34141174 pickles_uk_47 1.155365 1.505225 0 low
ZTF18aaxtgmc 240.03889885 53.847330225 58272.3 58308.2 58964 SN 0.5232628 pickles_uk_100 -0.666500 12.398036 0 low
ZTF18aaxydyj 185.8791557 55.65650304 58269.2 59281.2 58959 AGN 0.50739866 S0 17.356407 1.934260 0.031000 gx
ZTF18aayjske 228.6888057 51.18301283333333 58368.2 58911.5 58216 VS 0.590584 K7V 9.782937 1.036380 0 star
ZTF18aayjtee 190.93116056666668 54.81717736666667 58276.2 59525.5 58962 AGN 0.75633866 Sb 8.873338 4.216020 0.084000 gx
ZTF18aayrggi 226.01444895000003 53.801599624999994 58288.3 58334.2 58964 SN 0.37746856 pickles_uk_27 2.192403 3.306254 0 low
ZTF18abbhctt 273.96626922 65.86485968000001 58435.1 59383.2 58964 VS 0.593713 F8V 21.283578 1.150439 0 star
ZTF18abbkuuh 270.7662025 65.08116996666668 58766.1 59315.5 58695 VS 0.59516096 F8V 17.776885 0.828744 0 star
ZTF18abcdxwi 167.3680343 50.43288223333334 58288.2 58292.2 58874 SN 0.81410027 E 4.885089 5.965719 0.153000 gx
ZTF18abcymwf 206.58307390588234 51.406667111764705 58431.5 59639.3 58499 VS 0.76971173 A2V 14.708654 1.040882 0 star
ZTF18abdrcqr 179.83734804 51.2864635 58303.2 59275.2 58495 VS 0.56418854 G8V 10.363682 0.884556 0 star
ZTF18abfgtil 208.5650828 55.26175623333334 58300.2 58307.2 59011 SN 0.4697069 pickles_uk_7 0.328745 1.600021 0 low
ZTF18abgxjuh 273.4622424333333 65.87100443333334 58433.2 59129.2 58971 VS 0.7286191 G8V 28.914211 8.195687 0 star
ZTF18abgxjuh 273.4622424333333 65.87100443333334 58433.2 59129.2 58986 VS 0.7286191 G8V 28.914211 8.195687 0 star
ZTF18abhjvgq 241.85694196666668 53.58350843333333 58715.3 58730.3 59016 VS 0.74244785 G0V 12.684136 0.736057 0 star
ZTF18abimhng 232.20392816666666 51.24033933333334 58491.5 59641.4 58244 VS 0.6038661 G8V 17.309064 2.523700 0 star
ZTF18abixgoy 180.9728445 55.325383775 58321.2 58336.2 58951 SN 0.62463117 SB6 3.918651 2.354420 0.064000 gx
ZTF18abjxxqo 231.58104054 52.86665320000001 58308.2 58334.2 59015 SN 0.38972202 F02IV 3.488191 2.235991 0 star
ZTF18abkgfve 243.45907232000005 52.41352438 58717.3 59372.4 58993 AGN 0.37944412 K4V 8.278307 0.921254 0 star
ZTF18abkiqna 226.18208822105262 51.38559944210527 58331.2 58365.1 58581 SN 0.82507163 SB4 5.101805 4.350593 0.130000 gx
ZTF18abpdxxu 7.5433773 0.030253966666666663 58376.4 58673.4 58043 AGN 0.56862605 S0 17.383770 3.165861 0.060000 gx
ZTF18abpelkm 17.4184443 0.6387280666666667 58364.4 58434.3 58810 VS 0.71827316 K7V 5.937335 0.703599 0 star
ZTF18abpwsfi 10.232124125000002 0.18524022499999998 58435.2 59078.4 58351 VS 0.6383308 G5III 11.013951 1.004017 0 star
ZTF18abqixde 232.0502144333333 54.00543843333333 58899.5 59300.4 58953 VS 0.7169353 F8V 25.255050 0.962520 0 star
ZTF18abrdwwd 33.40749313333333 -0.29289116666666665 58434.3 58811.2 58778 VS 0.53732544 K7V 7.685901 1.906451 0 star
ZTF18abshkwx 9.9688701 -0.030916133333333335 58376.4 59191.2 58402 VS 0.73832226 O5V 53.200753 10.442273 0 star
ZTF18abtljfw 7.060823775 -0.054661799999999997 58435.2 59216.2 58039 VS 0.6995621 G0V 23.201463 1.474685 0 star
ZTF18abuatfp 208.08011455486724 55.641185929203544 58369.1 58667.2 58964 SN 0.817283 SB6 11.811560 5.394024 0.136000 gx
ZTF18abupdfg 14.617196866666667 0.8471256666666668 58370.4 59522.3 58701 asteroid 0.6999215 -- 0.001 0.001 0 low
ZTF18abuxkju 18.3180472 -0.018373399999999998 58431.2 59079.5 58038 VS 0.72583157 G0V 9.258583 1.958593 0 star
ZTF18abuxlqg 16.3582787 -0.06453701666666667 58471.1 59199.1 58808 VS 0.44738227 G0V 19.359233 0.994006 0 star
ZTF18abvsqjj 29.218436533333335 -0.206175 58374.4 59496.4 58452 AGN 0.7530262 pickles_uk_47 2.156681 1.680931 0 low
ZTF18abwhatu 8.0445573 -0.1916697 58435.2 59078.4 58351 VS 0.7304516 K4III 8.565854 1.108789 0 star
ZTF18abxnkqz 10.271012840000001 0.8596854799999999 58435.2 59399.4 58730 VS 0.43619192 F6V 21.397607 0.986617 0 star
ZTF18abxocik 9.062285566666667 0.7374103 58435.2 59216.2 58454 VS 0.75507104 F5IV 12.703912 0.669477 0 star
ZTF18abxtthm 24.45591012 0.64832176 58380.4 59419.4 58722 VS 0.8218036 G0V 9.310054 0.651042 0 star
ZTF18abxtzwc 24.355702899999997 -0.4789904333333334 58431.2 59419.4 58780 VS 0.796029 F8IV 6.473942 0.793054 0 star
ZTF18acburia 18.347550283333334 0.8976272500000001 58422.3 58819.2 58786 VS 0.39585915 F8V 16.116386 0.823336 0 star
ZTF18acbyfwa 29.538026516666665 -1.0240822000000003 58423.3 58432.2 58833 SN 0.7790363 SB6 8.821291 2.435506 0.120000 gx
ZTF18acchzkn 13.62499298888889 0.8259963444444445 58425.2 58437.3 58783 SN 0.7741714 E 3.274741 2.927839 0.017000 gx
ZTF18acefogm 162.49018073333332 51.86962513333334 58429.5 58455.5 58549 AGN 0.67616695 S0 16.579449 1.723603 0.023000 gx
ZTF18aceozvl 179.87176143333332 52.091990833333334 58426.5 58511.5 58545 AGN 0.7770166 Sa 10.395458 2.224317 0.176000 gx
ZTF18acesxbd 270.7138677580499 66.09502195510204 58430.1 59641.4 58638 AGN 0.3849049 SB1 3.071820 0.769032 0.204000 gx
ZTF18aceyjol 167.60095775000002 51.289395275000004 58572.3 58599.2 58249 SN 0.38972497 pickles_uk_100 -0.026989 2.046560 0 low
ZTF18aceyjol 167.60095775000002 51.289395275000004 58572.3 58599.2 58611 SN 0.38972497 pickles_uk_100 -0.026989 2.046560 0 low
ZTF18aceyycp 183.51815463880598 55.680052914925376 58450.5 59379.2 58953 AGN 0.7851296 Sa 9.229902 1.315478 0.035000 agn
ZTF18acfjovi 12.4445299 -0.1491162 58431.2 59079.5 58450 VS 0.74168164 G8V 12.226316 1.527755 0 star
ZTF18acfjpai 12.333130574999998 -0.46907219999999994 58431.2 59079.5 58762 VS 0.5753889 G8V 4.248844 0.904343 0 star
ZTF18acgbblx 23.000889736842108 0.49068634210526313 58428.2 59250.1 58838 VS 0.76861227 G0V 17.276619 1.098072 0 star
ZTF18acgdkoo 33.84484486666667 0.44473646666666666 58428.3 58431.3 58454 VS 0.60365343 M2.5V 5.847496 953.274291 0 star
ZTF18acgundg 161.61772745000002 50.81817877 58828.6 59358.3 58495 VS 0.8064722 G0V 6.217413 0.668530 0 star
ZTF18achleep 12.359360200000001 0.818806 59115.4 59202.1 58780 -- -- G2V 16.532394 0.903446 0 star
ZTF18acidyxq 175.07673155625 51.26015753125 58440.5 59550.5 58604 VS 0.68935895 F8V 15.066285 1.711942 0 star
ZTF18aciejvo 179.67003156923076 54.78705936153846 58491.5 59383.2 59008 VS 0.7166679 M3V 6.340782 4.030001 0 star
ZTF18acjvlsc 12.2525376125 -0.55054125 58431.2 59199.2 58762 VS 0.48592946 G0V 18.029995 1.060963 0 star
ZTF18acjwelq 10.3465623 0.7683801666666666 58435.2 59399.4 58730 VS 0.68213195 G0V 18.219945 0.934971 0 star
ZTF18aclhrhp 175.98905703999998 51.41158361 58851.5 59377.2 58244 VS 0.6436098 G0V 13.177729 1.482997 0 star
ZTF18acpnmxi 161.31656343333333 50.853997883333335 58526.4 59013.2 58510 VS 0.56984514 F2V 7.288202 0.890493 0 star
ZTF18acrheek 212.38631593333335 54.67589666666667 58448.5 59404.2 59014 VS 0.7545523 K0III 12.354196 1.454811 0 star
ZTF18acvbfgl 219.68796305 53.78270368333333 58462.5 59265.4 58967 VS 0.64854443 Sb 7.501560 1.988611 0.022000 agn
ZTF18acvgwww 169.91162385 52.113492075 58612.2 58639.2 58939 AGN 0.7750662 Sa 9.234547 1.818835 0.213000 gx
ZTF18acwtrfe 33.348964824999996 -0.18892854999999997 58472.3 58491.1 58350 SN 0.71054536 SB3 4.641544 1.011946 0.049000 gx
